experiment_id,group_id,group_name,user_id,timestamp,account_id,account_domain,quote_id,order_id,job_id,partner_id,user_dimensions
billing_profile_confirmation_v2,control,control,USR0018789,2025-04-10,ACC002647,enterprise.com,QT301309957,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0004405,2025-03-01,ACC000477,growth.com,QT691195456,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018633,2025-05-18,ACC002254,individuals.com,QT082070786,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008366,2025-03-03,ACC000581,growth.com,QT214398340,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0004557,2025-05-31,ACC002340,core.com,QT710307675,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007193,2025-06-27,ACC002608,enterprise.com,QT160057636,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022376,2025-04-21,ACC001456,core.com,QT298488374,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018621,2025-05-27,ACC000189,core.com,QT020164645,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009563,2025-05-18,ACC000822,core.com,QT864898701,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008382,2025-03-01,ACC001699,enterprise.com,QT720158774,ORD81240694,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018883,2025-02-22,ACC000502,individuals.com,QT206170933,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0005108,2025-06-29,ACC001230,core.com,QT792609141,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0011407,2025-03-11,ACC003100,individuals.com,QT383904829,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0011974,2025-04-28,ACC002187,growth.com,QT334939952,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0021194,2025-04-28,ACC001226,growth.com,QT995325420,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015544,2025-05-30,ACC000681,core.com,QT301704314,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022578,2025-04-10,ACC000295,individuals.com,QT635878930,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017527,2025-05-15,ACC002456,growth.com,QT373565204,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022515,2025-05-03,ACC000751,core.com,QT800842971,ORD75882059,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0008741,2025-06-20,ACC001519,core.com,QT210153921,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0024103,2025-05-09,ACC000403,core.com,QT866352794,ORD34405734,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007006,2025-06-12,ACC002518,growth.com,QT928802751,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008179,2025-03-22,ACC002239,growth.com,QT079409651,ORD32339595,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006568,2025-03-04,ACC000255,enterprise.com,QT593374564,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0015642,2025-04-11,ACC000183,core.com,QT214465688,ORD75356911,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024182,2025-05-11,ACC000100,individuals.com,QT125293835,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0020950,2025-06-18,ACC001712,individuals.com,QT509012100,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010835,2025-04-06,ACC002778,core.com,QT098661497,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017058,2025-05-31,ACC002680,enterprise.com,QT165782622,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020360,2025-05-06,ACC000920,core.com,QT504418906,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014549,2025-04-19,ACC000817,growth.com,QT420147024,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0012719,2025-06-19,ACC002650,individuals.com,QT368857114,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0009060,2025-05-13,ACC002655,individuals.com,QT620995912,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0007478,2025-05-14,ACC001744,enterprise.com,QT845787224,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0018801,2025-05-13,ACC001931,growth.com,QT082593720,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018413,2025-04-15,ACC002429,enterprise.com,QT743194573,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024206,2025-04-07,ACC002076,individuals.com,QT772245193,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008875,2025-06-18,ACC002729,individuals.com,QT051217284,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0000763,2025-04-19,ACC000188,enterprise.com,QT782552621,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0004861,2025-05-23,ACC000424,growth.com,QT719204907,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0016862,2025-03-10,ACC000950,growth.com,QT736374368,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022562,2025-03-09,ACC000009,growth.com,QT128225543,ORD03581553,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0018226,2025-06-25,ACC000205,core.com,QT886285911,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0012498,2025-03-04,ACC001812,enterprise.com,QT372153994,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000621,2025-05-28,ACC001414,core.com,QT740409021,ORD05647067,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001297,2025-02-19,ACC001880,growth.com,QT969230866,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0012070,2025-04-09,ACC000451,individuals.com,QT182017137,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009388,2025-04-18,ACC001328,core.com,QT666103185,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007905,2025-02-26,ACC001316,growth.com,QT937489777,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017292,2025-06-02,ACC000631,enterprise.com,QT209113652,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0015247,2025-02-19,ACC002800,individuals.com,QT115234910,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0002781,2025-04-17,ACC000096,growth.com,QT417657070,ORD10309140,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0013715,2025-06-18,ACC001066,growth.com,QT800863264,ORD94729877,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021193,2025-03-01,ACC000796,core.com,QT851593857,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0012548,2025-04-16,ACC000880,growth.com,QT437410700,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0014129,2025-05-19,ACC000546,growth.com,QT413770555,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0024355,2025-06-18,ACC002929,enterprise.com,QT915708882,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0020701,2025-03-20,ACC001035,growth.com,QT366474981,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0023875,2025-03-02,ACC001735,enterprise.com,QT154225199,ORD37149558,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000258,2025-04-25,ACC002565,growth.com,QT329185000,ORD33482473,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022886,2025-05-01,ACC002673,growth.com,QT038262698,ORD04790623,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007709,2025-04-29,ACC002036,individuals.com,QT758331081,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0002215,2025-06-15,ACC000441,core.com,QT525410416,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014569,2025-06-20,ACC001788,individuals.com,QT741090320,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0006567,2025-06-18,ACC001543,core.com,QT878008502,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0005429,2025-05-14,ACC001152,core.com,QT585304804,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010189,2025-06-06,ACC002177,enterprise.com,QT884326679,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0022625,2025-05-02,ACC002748,growth.com,QT360388161,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0005044,2025-06-08,ACC001737,core.com,QT849889139,ORD35634922,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0024385,2025-04-17,ACC000312,core.com,QT798358948,ORD41623655,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0012579,2025-06-19,ACC002075,growth.com,QT468830638,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020435,2025-03-31,ACC003084,enterprise.com,QT406055540,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0000026,2025-04-22,ACC001407,core.com,QT628947895,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0011413,2025-03-31,ACC002363,individuals.com,QT213449107,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0003546,2025-05-17,ACC000315,core.com,QT458246836,ORD21616415,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001475,2025-04-07,ACC000170,core.com,QT453605988,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0007975,2025-04-30,ACC000553,individuals.com,QT735563504,ORD37835130,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0004523,2025-05-03,ACC001652,core.com,QT121803585,ORD85888313,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0013223,2025-03-15,ACC002749,core.com,QT312160669,ORD99298892,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0023303,2025-03-03,ACC001558,growth.com,QT460430514,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0002623,2025-06-24,ACC000916,core.com,QT512360919,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021623,2025-04-04,ACC000444,core.com,QT646194198,ORD91095336,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0004059,2025-03-28,ACC001004,growth.com,QT276618153,ORD75530557,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0012428,2025-04-02,ACC001987,enterprise.com,QT053193729,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010667,2025-04-15,ACC001196,core.com,QT124290595,ORD94620390,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008384,2025-02-15,ACC000007,enterprise.com,QT655068673,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003421,2025-06-28,ACC000443,core.com,QT176423534,ORD44860971,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0009980,2025-05-22,ACC000357,enterprise.com,QT833877796,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0022144,2025-06-27,ACC002896,individuals.com,QT035207395,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0022661,2025-03-09,ACC000604,individuals.com,QT461151681,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0002410,2025-04-03,ACC000886,growth.com,QT572781695,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0003706,2025-03-23,ACC000113,growth.com,QT788293369,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0006640,2025-05-13,ACC002071,growth.com,QT876702538,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0015430,2025-04-25,ACC001764,core.com,QT938045611,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0000905,2025-04-27,ACC003060,growth.com,QT680582310,ORD86029085,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0007372,2025-04-17,ACC000411,enterprise.com,QT154888216,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0008118,2025-03-03,ACC000564,growth.com,QT679455502,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0000960,2025-05-13,ACC002079,core.com,QT020362047,ORD02327217,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0018053,2025-05-31,ACC000574,individuals.com,QT143125999,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0021415,2025-04-12,ACC001480,growth.com,QT748463199,ORD94489270,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021471,2025-02-14,ACC001522,individuals.com,QT855251745,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009182,2025-02-14,ACC001312,growth.com,QT207363650,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022102,2025-06-14,ACC002582,core.com,QT665460183,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021527,2025-02-14,ACC001948,core.com,QT602073993,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003660,2025-05-29,ACC001885,core.com,QT042936323,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0009614,2025-03-07,ACC000253,core.com,QT836140307,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0002530,2025-03-05,ACC002434,enterprise.com,QT502911609,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008127,2025-02-14,ACC003122,core.com,QT590770064,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020332,2025-04-24,ACC001538,enterprise.com,QT973878975,ORD68812767,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009972,2025-06-20,ACC002853,core.com,QT603191221,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0021222,2025-04-23,ACC001999,growth.com,QT265594582,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003365,2025-06-01,ACC000218,individuals.com,QT313459935,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020774,2025-03-20,ACC001851,individuals.com,QT365924941,ORD40967546,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020449,2025-05-25,ACC001601,core.com,QT803926738,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0017177,2025-04-12,ACC001647,enterprise.com,QT531974659,ORD14193650,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010064,2025-05-13,ACC001463,core.com,QT251333794,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0012106,2025-05-18,ACC001875,enterprise.com,QT866920564,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005399,2025-04-08,ACC000493,core.com,QT994385590,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0010550,2025-05-08,ACC000070,core.com,QT298969975,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0018475,2025-05-23,ACC001900,growth.com,QT744585444,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0022459,2025-05-10,ACC001895,core.com,QT426698160,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003243,2025-04-05,ACC000135,core.com,QT252612080,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0004564,2025-03-13,ACC002851,growth.com,QT021668765,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0017470,2025-05-01,ACC002253,growth.com,QT550455198,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0014717,2025-06-17,ACC001235,core.com,QT828454158,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0014281,2025-04-19,ACC002479,individuals.com,QT420319785,ORD75899445,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0006259,2025-05-15,ACC000537,core.com,QT887442836,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0016087,2025-02-16,ACC002733,core.com,QT202521344,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0002863,2025-06-24,ACC002093,core.com,QT628095414,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0022047,2025-03-27,ACC002038,growth.com,QT990913155,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0019255,2025-04-07,ACC003096,core.com,QT187585870,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020560,2025-04-07,ACC002514,core.com,QT071680611,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021928,2025-05-07,ACC001675,individuals.com,QT431608252,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0010166,2025-02-18,ACC003019,core.com,QT324665140,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0013599,2025-05-02,ACC000228,growth.com,QT991718749,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021042,2025-04-21,ACC001865,individuals.com,QT175273488,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0023375,2025-06-14,ACC002021,core.com,QT527880300,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0024932,2025-05-04,ACC001468,enterprise.com,QT595216423,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020699,2025-03-02,ACC002203,core.com,QT772004710,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0020120,2025-02-27,ACC002645,individuals.com,QT972960308,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0022332,2025-05-21,ACC000173,individuals.com,QT610022909,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020450,2025-03-01,ACC002741,enterprise.com,QT885089041,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0021101,2025-05-07,ACC001412,enterprise.com,QT161587874,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0017271,2025-04-23,ACC002154,growth.com,QT917397246,ORD88877560,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0011345,2025-06-12,ACC002287,enterprise.com,QT232058019,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0023186,2025-06-06,ACC001354,individuals.com,QT030335431,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0008431,2025-04-12,ACC002694,individuals.com,QT436857079,ORD02804072,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005071,2025-04-23,ACC000722,core.com,QT925068123,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0001315,2025-05-01,ACC002526,individuals.com,QT407147647,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0004034,2025-03-06,ACC003059,core.com,QT180901234,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0013670,2025-04-25,ACC000608,enterprise.com,QT528093608,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0002137,2025-02-23,ACC001433,core.com,QT886331793,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0009779,2025-06-03,ACC000532,growth.com,QT122065650,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0020043,2025-06-11,ACC003101,core.com,QT778331299,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0021173,2025-05-31,ACC001585,individuals.com,QT316064504,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0007327,2025-05-27,ACC000789,growth.com,QT705197002,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0007062,2025-04-09,ACC002363,individuals.com,QT523749006,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0009914,2025-05-10,ACC003059,core.com,QT482031778,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0006791,2025-05-01,ACC001555,enterprise.com,QT966746622,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0017063,2025-03-29,ACC001944,enterprise.com,QT666026537,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0006951,2025-04-06,ACC002514,core.com,QT318295068,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0016091,2025-03-12,ACC002761,individuals.com,QT064083534,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0016437,2025-06-15,ACC000940,core.com,QT455390700,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0019012,2025-03-04,ACC001743,individuals.com,QT046167000,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003939,2025-03-12,ACC002537,growth.com,QT275177839,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0015966,2025-03-20,ACC001869,enterprise.com,QT738786966,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0022804,2025-03-02,ACC001741,core.com,QT501847391,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0019537,2025-06-20,ACC002210,individuals.com,QT796683057,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,treatment,treatment,USR0008084,2025-05-02,ACC001706,core.com,QT228265494,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003271,2025-04-14,ACC001124,growth.com,QT286445400,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0004160,2025-05-08,ACC000934,enterprise.com,QT354860870,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0003924,2025-03-29,ACC002359,core.com,QT219922422,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0001073,2025-02-22,ACC001415,enterprise.com,QT030651218,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0006063,2025-05-13,ACC003099,core.com,QT833317727,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0015257,2025-04-04,ACC002439,enterprise.com,QT003101602,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,treatment,treatment,USR0005737,2025-03-13,ACC001933,enterprise.com,QT734693369,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0010732,2025-04-26,ACC002833,enterprise.com,QT944770086,,,,"{""segment"":""Enterprise""}"
billing_profile_confirmation_v2,control,control,USR0009313,2025-03-07,ACC002117,core.com,QT163820114,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0008694,2025-02-18,ACC000950,growth.com,QT152341645,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,treatment,treatment,USR0003045,2025-04-16,ACC000275,growth.com,QT744859554,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0015165,2025-06-22,ACC001335,individuals.com,QT403710133,,,,"{""segment"":""Individuals""}"
billing_profile_confirmation_v2,control,control,USR0007669,2025-02-28,ACC002049,core.com,QT432616518,ORD88730635,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,treatment,treatment,USR0020433,2025-06-19,ACC002169,growth.com,QT342719077,,,,"{""segment"":""Growth""}"
billing_profile_confirmation_v2,control,control,USR0023805,2025-03-22,ACC000162,core.com,QT247696620,,,,"{""segment"":""Core""}"
billing_profile_confirmation_v2,control,control,USR0021006,2025-06-27,ACC002399,growth.com,QT727523301,,,,"{""segment"":""Growth""}"
