event_id,store_id,zone,dwell_time_seconds,timestamp
SEN_00041,STR_002,Tools Aisle,268,2026-08-23 16:35:48
SEN_00042,STR_002,Checkout Queue,21,2026-08-17 16:35:48
SEN_00043,STR_004,Entrance,198,2026-08-21 16:35:48
SEN_00044,STR_004,Checkout Queue,61,2026-08-30 16:35:48
SEN_00045,STR_008,Checkout Queue,171,2026-08-25 16:35:48
SEN_00046,STR_008,Checkout Queue,27,2026-08-16 16:35:48
SEN_00047,STR_008,Entrance,222,2026-08-25 16:35:48
SEN_00048,STR_006,Checkout Queue,252,2026-08-10 16:35:48
SEN_00049,STR_001,Checkout Queue,51,2026-08-18 16:35:48
SEN_00050,STR_006,Checkout Queue,31,2026-08-21 16:35:48
SEN_00051,STR_007,Tools Aisle,292,2026-08-12 16:35:48
SEN_00052,STR_004,Checkout Queue,56,2026-08-11 16:35:48
SEN_00053,STR_006,Checkout Queue,43,2026-08-14 16:35:48
SEN_00054,STR_006,Entrance,71,2026-08-18 16:35:48
SEN_00055,STR_006,Tools Aisle,35,2026-08-19 16:35:48
SEN_00056,STR_006,Entrance,49,2026-08-13 16:35:48
SEN_00057,STR_004,Entrance,186,2026-08-23 16:35:48
SEN_00058,STR_009,Entrance,259,2026-08-12 16:35:48
SEN_00059,STR_004,Checkout Queue,130,2026-08-20 16:35:48
SEN_00060,STR_006,Tools Aisle,272,2026-08-17 16:35:48
SEN_00061,STR_005,Entrance,47,2026-08-19 16:35:48
SEN_00062,STR_006,Tools Aisle,263,2026-08-14 16:35:48
SEN_00063,STR_009,Entrance,255,2026-08-13 16:35:48
SEN_00064,STR_009,Tools Aisle,246,2026-08-11 16:35:48
SEN_00065,STR_006,Checkout Queue,48,2026-08-24 16:35:48
SEN_00066,STR_008,Entrance,56,2026-08-18 16:35:48
SEN_00067,STR_003,Tools Aisle,54,2026-08-27 16:35:48
SEN_00068,STR_003,Tools Aisle,72,2026-08-26 16:35:48
SEN_00069,STR_008,Entrance,119,2026-08-14 16:35:48
SEN_00070,STR_001,Tools Aisle,228,2026-08-13 16:35:48
SEN_00071,STR_003,Tools Aisle,192,2026-08-17 16:35:48
SEN_00072,STR_008,Checkout Queue,25,2026-08-21 16:35:48
SEN_00073,STR_004,Entrance,26,2026-08-23 16:35:48
SEN_00074,STR_009,Checkout Queue,186,2026-08-17 16:35:48
SEN_00075,STR_010,Tools Aisle,182,2026-08-15 16:35:48
SEN_00076,STR_010,Checkout Queue,286,2026-08-13 16:35:48
SEN_00077,STR_008,Tools Aisle,170,2026-08-12 16:35:48
SEN_00078,STR_003,Tools Aisle,102,2026-08-22 16:35:48
SEN_00079,STR_004,Tools Aisle,205,2026-08-21 16:35:48
SEN_00080,STR_001,Entrance,195,2026-08-21 16:35:48
SEN_00081,STR_008,Entrance,97,2026-08-13 16:35:48
SEN_00082,STR_005,Entrance,104,2026-08-26 16:35:48
SEN_00083,STR_003,Entrance,74,2026-08-29 16:35:48
SEN_00084,STR_006,Checkout Queue,79,2026-08-16 16:35:48
SEN_00085,STR_005,Tools Aisle,109,2026-08-24 16:35:48
SEN_00086,STR_009,Checkout Queue,32,2026-08-20 16:35:48
SEN_00087,STR_006,Entrance,205,2026-08-16 16:35:48
SEN_00088,STR_009,Entrance,288,2026-08-21 16:35:48
SEN_00089,STR_002,Entrance,222,2026-08-15 16:35:48
SEN_00090,STR_003,Tools Aisle,178,2026-08-26 16:35:48
SEN_00091,STR_001,Checkout Queue,294,2026-08-14 16:35:48
SEN_00092,STR_006,Checkout Queue,166,2026-08-15 16:35:48
SEN_00093,STR_005,Checkout Queue,90,2026-08-12 16:35:48
SEN_00094,STR_008,Tools Aisle,72,2026-08-15 16:35:48
SEN_00095,STR_001,Entrance,297,2026-08-27 16:35:48
SEN_00096,STR_005,Entrance,220,2026-08-11 16:35:48
SEN_00097,STR_004,Tools Aisle,197,2026-08-28 16:35:48
SEN_00098,STR_006,Entrance,114,2026-08-12 16:35:48
SEN_00099,STR_009,Entrance,157,2026-08-24 16:35:48
SEN_00100,STR_001,Entrance,290,2026-08-16 16:35:48
SEN_00101,STR_002,Checkout Queue,216,2026-08-24 16:35:48
SEN_00102,STR_008,Tools Aisle,276,2026-08-29 16:35:48
SEN_00103,STR_006,Tools Aisle,90,2026-08-17 16:35:48
SEN_00104,STR_006,Tools Aisle,205,2026-08-30 16:35:48
SEN_00105,STR_005,Tools Aisle,194,2026-08-21 16:35:48
SEN_00106,STR_008,Checkout Queue,59,2026-08-24 16:35:48
SEN_00107,STR_008,Checkout Queue,227,2026-08-16 16:35:48
SEN_00108,STR_005,Entrance,232,2026-08-17 16:35:48
SEN_00109,STR_003,Checkout Queue,59,2026-08-26 16:35:48
SEN_00110,STR_004,Tools Aisle,258,2026-08-14 16:35:48
SEN_00111,STR_006,Entrance,207,2026-08-28 16:35:48
SEN_00112,STR_001,Tools Aisle,154,2026-08-17 16:35:48
SEN_00113,STR_003,Checkout Queue,251,2026-08-12 16:35:48
SEN_00114,STR_003,Entrance,110,2026-08-18 16:35:48
SEN_00115,STR_005,Checkout Queue,266,2026-08-29 16:35:48
SEN_00116,STR_005,Checkout Queue,170,2026-08-15 16:35:48
SEN_00117,STR_009,Checkout Queue,252,2026-08-23 16:35:48
SEN_00118,STR_001,Entrance,93,2026-08-22 16:35:48
SEN_00119,STR_005,Checkout Queue,256,2026-08-27 16:35:48
SEN_00120,STR_005,Tools Aisle,106,2026-08-15 16:35:48
SEN_00121,STR_004,Entrance,76,2026-08-22 16:35:48
SEN_00122,STR_008,Entrance,200,2026-08-12 16:35:48
SEN_00123,STR_008,Checkout Queue,238,2026-08-22 16:35:48
SEN_00124,STR_008,Checkout Queue,76,2026-08-19 16:35:48
SEN_00125,STR_009,Checkout Queue,23,2026-08-22 16:35:48
SEN_00126,STR_003,Checkout Queue,44,2026-08-26 16:35:48
SEN_00127,STR_006,Tools Aisle,84,2026-08-19 16:35:48
SEN_00128,STR_003,Entrance,154,2026-08-19 16:35:48
SEN_00129,STR_007,Checkout Queue,197,2026-08-29 16:35:48
SEN_00130,STR_005,Tools Aisle,286,2026-08-10 16:35:48
SEN_00131,STR_002,Checkout Queue,114,2026-08-10 16:35:48
SEN_00132,STR_003,Entrance,100,2026-08-13 16:35:48
SEN_00133,STR_006,Tools Aisle,169,2026-08-22 16:35:48
SEN_00134,STR_006,Entrance,288,2026-08-12 16:35:48
SEN_00135,STR_006,Entrance,21,2026-08-26 16:35:48
SEN_00136,STR_009,Tools Aisle,205,2026-08-15 16:35:48
SEN_00137,STR_007,Tools Aisle,98,2026-08-27 16:35:48
SEN_00138,STR_004,Entrance,272,2026-08-23 16:35:48
SEN_00139,STR_004,Checkout Queue,284,2026-08-13 16:35:48
SEN_00140,STR_009,Checkout Queue,73,2026-08-17 16:35:48
SEN_00141,STR_008,Entrance,74,2026-08-26 16:35:48
SEN_00142,STR_001,Tools Aisle,193,2026-08-21 16:35:48
SEN_00143,STR_006,Entrance,241,2026-08-11 16:35:48
SEN_00144,STR_009,Tools Aisle,103,2026-08-21 16:35:48
SEN_00145,STR_001,Checkout Queue,75,2026-08-23 16:35:48
SEN_00146,STR_003,Checkout Queue,87,2026-08-23 16:35:48
SEN_00147,STR_005,Entrance,122,2026-08-26 16:35:48
SEN_00148,STR_002,Tools Aisle,72,2026-08-28 16:35:48
SEN_00149,STR_001,Tools Aisle,235,2026-08-29 16:35:48
SEN_00150,STR_004,Entrance,31,2026-08-14 16:35:48
SEN_00151,STR_010,Entrance,255,2026-08-27 16:35:48
SEN_00152,STR_005,Entrance,48,2026-08-21 16:35:48
SEN_00153,STR_001,Entrance,78,2026-08-11 16:35:48
SEN_00154,STR_004,Checkout Queue,117,2026-08-25 16:35:48
SEN_00155,STR_006,Entrance,61,2026-08-26 16:35:48
SEN_00156,STR_005,Checkout Queue,193,2026-08-19 16:35:48
SEN_00157,STR_003,Checkout Queue,138,2026-08-14 16:35:48
SEN_00158,STR_010,Entrance,65,2026-08-12 16:35:48
SEN_00159,STR_001,Checkout Queue,126,2026-08-24 16:35:48
SEN_00160,STR_005,Entrance,290,2026-08-30 16:35:48
SEN_00161,STR_002,Entrance,273,2026-08-15 16:35:48
SEN_00162,STR_006,Checkout Queue,109,2026-08-16 16:35:48
SEN_00163,STR_002,Entrance,196,2026-08-18 16:35:48
SEN_00164,STR_007,Entrance,278,2026-08-23 16:35:48
SEN_00165,STR_007,Entrance,175,2026-08-27 16:35:48
SEN_00166,STR_008,Entrance,281,2026-08-26 16:35:48
SEN_00167,STR_008,Tools Aisle,162,2026-08-13 16:35:48
SEN_00168,STR_001,Entrance,182,2026-08-15 16:35:48
SEN_00169,STR_002,Tools Aisle,160,2026-08-16 16:35:48
SEN_00170,STR_010,Checkout Queue,174,2026-08-16 16:35:48
SEN_00171,STR_004,Checkout Queue,223,2026-08-21 16:35:48
SEN_00172,STR_007,Entrance,50,2026-08-15 16:35:48
SEN_00173,STR_006,Entrance,21,2026-08-15 16:35:48
SEN_00174,STR_002,Tools Aisle,239,2026-08-14 16:35:48
SEN_00175,STR_002,Entrance,88,2026-08-18 16:35:48
SEN_00176,STR_007,Checkout Queue,67,2026-08-25 16:35:48
SEN_00177,STR_002,Tools Aisle,116,2026-08-20 16:35:48
SEN_00178,STR_004,Checkout Queue,221,2026-08-27 16:35:48
SEN_00179,STR_004,Tools Aisle,270,2026-08-22 16:35:48
SEN_00180,STR_010,Checkout Queue,154,2026-08-10 16:35:48
SEN_00181,STR_007,Tools Aisle,258,2026-08-11 16:35:48
SEN_00182,STR_007,Tools Aisle,276,2026-08-22 16:35:48
SEN_00183,STR_003,Tools Aisle,70,2026-08-27 16:35:48
SEN_00184,STR_005,Tools Aisle,269,2026-08-23 16:35:48
SEN_00185,STR_003,Entrance,65,2026-08-29 16:35:48
SEN_00186,STR_002,Tools Aisle,28,2026-08-25 16:35:48
SEN_00187,STR_007,Checkout Queue,182,2026-08-26 16:35:48
SEN_00188,STR_005,Checkout Queue,64,2026-08-28 16:35:48
SEN_00189,STR_009,Tools Aisle,253,2026-08-24 16:35:48
SEN_00190,STR_005,Checkout Queue,269,2026-08-15 16:35:48
SEN_00191,STR_009,Tools Aisle,292,2026-08-20 16:35:48
SEN_00192,STR_009,Checkout Queue,24,2026-08-29 16:35:48
SEN_00193,STR_007,Entrance,211,2026-08-16 16:35:48
SEN_00194,STR_006,Tools Aisle,241,2026-08-16 16:35:48
SEN_00195,STR_001,Entrance,105,2026-08-13 16:35:48
SEN_00196,STR_005,Checkout Queue,99,2026-08-15 16:35:48
SEN_00197,STR_007,Entrance,174,2026-08-18 16:35:48
SEN_00198,STR_008,Entrance,266,2026-08-13 16:35:48
SEN_00199,STR_009,Checkout Queue,255,2026-08-15 16:35:48
SEN_00200,STR_009,Entrance,274,2026-08-29 16:35:48
SEN_00201,STR_007,Tools Aisle,268,2026-08-12 16:35:48
SEN_00202,STR_007,Checkout Queue,195,2026-08-21 16:35:48
SEN_00203,STR_006,Entrance,29,2026-08-12 16:35:48
SEN_00204,STR_001,Entrance,202,2026-08-19 16:35:48
SEN_00205,STR_010,Entrance,189,2026-08-18 16:35:48
SEN_00206,STR_002,Tools Aisle,191,2026-08-19 16:35:48
SEN_00207,STR_007,Tools Aisle,43,2026-08-23 16:35:48
SEN_00208,STR_004,Entrance,174,2026-08-12 16:35:48
SEN_00209,STR_002,Checkout Queue,48,2026-08-21 16:35:48
SEN_00210,STR_002,Tools Aisle,101,2026-08-30 16:35:48
SEN_00211,STR_009,Tools Aisle,34,2026-08-16 16:35:48
SEN_00212,STR_007,Checkout Queue,278,2026-08-17 16:35:48
SEN_00213,STR_005,Entrance,255,2026-08-12 16:35:48
SEN_00214,STR_001,Tools Aisle,208,2026-08-12 16:35:48
SEN_00215,STR_007,Tools Aisle,65,2026-08-15 16:35:48
SEN_00216,STR_002,Checkout Queue,120,2026-08-20 16:35:48
SEN_00217,STR_008,Checkout Queue,188,2026-08-25 16:35:48
SEN_00218,STR_010,Tools Aisle,201,2026-08-17 16:35:48
SEN_00219,STR_004,Tools Aisle,53,2026-08-13 16:35:48
SEN_00220,STR_004,Tools Aisle,150,2026-08-29 16:35:48
SEN_00221,STR_005,Checkout Queue,220,2026-08-23 16:35:48
SEN_00222,STR_010,Checkout Queue,62,2026-08-12 16:35:48
SEN_00223,STR_002,Checkout Queue,187,2026-08-22 16:35:48
SEN_00224,STR_002,Checkout Queue,286,2026-08-15 16:35:48
SEN_00225,STR_007,Entrance,192,2026-08-28 16:35:48
SEN_00226,STR_005,Checkout Queue,168,2026-08-17 16:35:48
SEN_00227,STR_009,Tools Aisle,117,2026-08-17 16:35:48
SEN_00228,STR_007,Tools Aisle,278,2026-08-16 16:35:48
SEN_00229,STR_009,Entrance,24,2026-08-10 16:35:48
SEN_00230,STR_009,Entrance,270,2026-08-24 16:35:48
SEN_00231,STR_008,Tools Aisle,287,2026-08-11 16:35:48
SEN_00232,STR_007,Checkout Queue,45,2026-08-14 16:35:48
SEN_00233,STR_004,Tools Aisle,251,2026-08-26 16:35:48
SEN_00234,STR_004,Entrance,168,2026-08-17 16:35:48
SEN_00235,STR_007,Tools Aisle,47,2026-08-10 16:35:48
SEN_00236,STR_004,Tools Aisle,151,2026-08-21 16:35:48
SEN_00237,STR_003,Tools Aisle,135,2026-08-18 16:35:48
SEN_00238,STR_004,Entrance,91,2026-08-24 16:35:48
SEN_00239,STR_001,Entrance,173,2026-08-16 16:35:48
SEN_00240,STR_008,Checkout Queue,238,2026-08-17 16:35:48
SEN_00241,STR_001,Entrance,96,2026-08-22 16:35:48
SEN_00242,STR_003,Entrance,147,2026-08-22 16:35:48
SEN_00243,STR_009,Entrance,36,2026-08-15 16:35:48
SEN_00244,STR_001,Entrance,57,2026-08-20 16:35:48
SEN_00245,STR_010,Tools Aisle,47,2026-08-17 16:35:48
SEN_00246,STR_006,Checkout Queue,61,2026-08-18 16:35:48
SEN_00247,STR_003,Entrance,72,2026-08-12 16:35:48
SEN_00248,STR_009,Entrance,282,2026-08-12 16:35:48
SEN_00249,STR_009,Tools Aisle,269,2026-08-28 16:35:48
SEN_00250,STR_004,Checkout Queue,77,2026-08-20 16:35:48
SEN_00251,STR_006,Checkout Queue,214,2026-08-23 16:35:48
SEN_00252,STR_007,Entrance,88,2026-08-27 16:35:48
SEN_00253,STR_003,Entrance,155,2026-08-16 16:35:48
SEN_00254,STR_007,Tools Aisle,43,2026-08-15 16:35:48
SEN_00255,STR_009,Tools Aisle,72,2026-08-20 16:35:48
SEN_00256,STR_009,Tools Aisle,258,2026-08-23 16:35:48
SEN_00257,STR_005,Entrance,200,2026-08-15 16:35:48
SEN_00258,STR_006,Tools Aisle,25,2026-08-10 16:35:48
SEN_00259,STR_010,Entrance,42,2026-08-23 16:35:48
SEN_00260,STR_005,Checkout Queue,211,2026-08-21 16:35:48
SEN_00261,STR_006,Checkout Queue,77,2026-08-13 16:35:48
SEN_00262,STR_004,Tools Aisle,213,2026-08-30 16:35:48
SEN_00263,STR_007,Tools Aisle,169,2026-08-28 16:35:48
SEN_00264,STR_004,Tools Aisle,122,2026-08-25 16:35:48
SEN_00265,STR_008,Checkout Queue,177,2026-08-10 16:35:48
SEN_00266,STR_007,Entrance,155,2026-08-28 16:35:48
SEN_00267,STR_008,Tools Aisle,226,2026-08-20 16:35:48
SEN_00268,STR_007,Entrance,97,2026-08-22 16:35:48
SEN_00269,STR_009,Entrance,195,2026-08-17 16:35:48
SEN_00270,STR_010,Checkout Queue,295,2026-08-20 16:35:48
SEN_00271,STR_008,Checkout Queue,29,2026-08-29 16:35:48
SEN_00272,STR_003,Checkout Queue,242,2026-08-10 16:35:48
SEN_00273,STR_003,Entrance,220,2026-08-24 16:35:48
SEN_00274,STR_005,Tools Aisle,57,2026-08-27 16:35:48
SEN_00275,STR_003,Entrance,279,2026-08-10 16:35:48
SEN_00276,STR_003,Checkout Queue,225,2026-08-20 16:35:48
SEN_00277,STR_008,Tools Aisle,83,2026-08-22 16:35:48
SEN_00278,STR_003,Checkout Queue,182,2026-08-21 16:35:48
SEN_00279,STR_004,Entrance,227,2026-08-19 16:35:48
SEN_00280,STR_003,Tools Aisle,208,2026-08-12 16:35:48
SEN_00281,STR_004,Entrance,26,2026-08-13 16:35:48
SEN_00282,STR_010,Checkout Queue,132,2026-08-28 16:35:48
SEN_00283,STR_008,Entrance,149,2026-08-25 16:35:48
SEN_00284,STR_001,Tools Aisle,234,2026-08-11 16:35:48
SEN_00285,STR_005,Entrance,60,2026-08-19 16:35:48
SEN_00286,STR_003,Checkout Queue,75,2026-08-30 16:35:48
SEN_00287,STR_009,Tools Aisle,247,2026-08-15 16:35:48
SEN_00288,STR_002,Entrance,119,2026-08-24 16:35:48
SEN_00289,STR_005,Tools Aisle,268,2026-08-18 16:35:48
SEN_00290,STR_003,Tools Aisle,120,2026-08-11 16:35:48
SEN_00291,STR_004,Tools Aisle,111,2026-08-17 16:35:48
SEN_00292,STR_003,Tools Aisle,89,2026-08-30 16:35:48
SEN_00293,STR_005,Tools Aisle,135,2026-08-11 16:35:48
SEN_00294,STR_008,Entrance,204,2026-08-12 16:35:48
SEN_00295,STR_008,Entrance,20,2026-08-15 16:35:48
SEN_00296,STR_003,Tools Aisle,218,2026-08-24 16:35:48
SEN_00297,STR_007,Checkout Queue,231,2026-08-11 16:35:48
SEN_00298,STR_005,Entrance,63,2026-08-13 16:35:48
SEN_00299,STR_001,Entrance,185,2026-08-23 16:35:48
SEN_00300,STR_008,Tools Aisle,38,2026-08-30 16:35:48
SEN_00301,STR_005,Checkout Queue,210,2026-08-21 16:35:48
SEN_00302,STR_007,Checkout Queue,204,2026-08-26 16:35:48
SEN_00303,STR_009,Entrance,106,2026-08-22 16:35:48
SEN_00304,STR_003,Checkout Queue,267,2026-08-20 16:35:48
SEN_00305,STR_008,Entrance,60,2026-08-20 16:35:48
SEN_00306,STR_009,Tools Aisle,87,2026-08-22 16:35:48
SEN_00307,STR_002,Tools Aisle,37,2026-08-26 16:35:48
SEN_00308,STR_008,Tools Aisle,199,2026-08-17 16:35:48
SEN_00309,STR_005,Tools Aisle,150,2026-08-14 16:35:48
SEN_00310,STR_006,Tools Aisle,99,2026-08-20 16:35:48
SEN_00311,STR_008,Entrance,299,2026-08-10 16:35:48
SEN_00312,STR_008,Entrance,111,2026-08-26 16:35:48
SEN_00313,STR_001,Entrance,108,2026-08-29 16:35:48
SEN_00314,STR_008,Tools Aisle,98,2026-08-16 16:35:48
SEN_00315,STR_007,Entrance,268,2026-08-29 16:35:48
SEN_00316,STR_008,Tools Aisle,263,2026-08-16 16:35:48
SEN_00317,STR_008,Entrance,90,2026-08-27 16:35:48
SEN_00318,STR_006,Entrance,119,2026-08-21 16:35:48
SEN_00319,STR_003,Entrance,275,2026-08-22 16:35:48
SEN_00320,STR_010,Checkout Queue,123,2026-08-12 16:35:48
SEN_00321,STR_001,Checkout Queue,107,2026-08-17 16:35:48
SEN_00322,STR_002,Entrance,270,2026-08-27 16:35:48
SEN_00323,STR_006,Entrance,160,2026-08-27 16:35:48
SEN_00324,STR_007,Tools Aisle,69,2026-08-20 16:35:48
SEN_00325,STR_003,Entrance,56,2026-08-16 16:35:48
SEN_00326,STR_008,Tools Aisle,152,2026-08-11 16:35:48
SEN_00327,STR_001,Tools Aisle,37,2026-08-10 16:35:48
SEN_00328,STR_010,Tools Aisle,181,2026-08-12 16:35:48
SEN_00329,STR_003,Entrance,39,2026-08-10 16:35:48
SEN_00330,STR_005,Tools Aisle,43,2026-08-28 16:35:48
SEN_00331,STR_009,Checkout Queue,210,2026-08-28 16:35:48
SEN_00332,STR_007,Tools Aisle,106,2026-08-23 16:35:48
SEN_00333,STR_007,Entrance,25,2026-08-24 16:35:48
SEN_00334,STR_003,Tools Aisle,221,2026-08-21 16:35:48
SEN_00335,STR_003,Entrance,167,2026-08-15 16:35:48
SEN_00336,STR_007,Checkout Queue,173,2026-08-11 16:35:48
SEN_00337,STR_003,Tools Aisle,64,2026-08-19 16:35:48
SEN_00338,STR_009,Entrance,265,2026-08-16 16:35:48
SEN_00339,STR_007,Tools Aisle,152,2026-08-12 16:35:48
SEN_00340,STR_010,Tools Aisle,61,2026-08-17 16:35:48
SEN_00341,STR_006,Checkout Queue,110,2026-08-17 16:35:48
SEN_00342,STR_007,Entrance,35,2026-08-14 16:35:48
SEN_00343,STR_006,Tools Aisle,129,2026-08-10 16:35:48
SEN_00344,STR_003,Tools Aisle,284,2026-08-10 16:35:48
SEN_00345,STR_009,Entrance,163,2026-08-16 16:35:48
SEN_00346,STR_007,Entrance,259,2026-08-21 16:35:48
SEN_00347,STR_003,Entrance,168,2026-08-23 16:35:48
SEN_00348,STR_009,Tools Aisle,166,2026-08-12 16:35:48
SEN_00349,STR_001,Checkout Queue,54,2026-08-29 16:35:48
SEN_00350,STR_009,Entrance,276,2026-08-17 16:35:48
SEN_00351,STR_007,Entrance,252,2026-08-12 16:35:48
SEN_00352,STR_005,Tools Aisle,145,2026-08-12 16:35:48
SEN_00353,STR_002,Checkout Queue,23,2026-08-27 16:35:48
SEN_00354,STR_008,Entrance,108,2026-08-18 16:35:48
SEN_00355,STR_001,Entrance,228,2026-08-21 16:35:48
SEN_00356,STR_006,Checkout Queue,247,2026-08-16 16:35:48
SEN_00357,STR_010,Tools Aisle,189,2026-08-25 16:35:48
SEN_00358,STR_004,Entrance,55,2026-08-11 16:35:48
SEN_00359,STR_005,Checkout Queue,69,2026-08-17 16:35:48
SEN_00360,STR_009,Entrance,17,2026-08-18 16:35:48
SEN_00361,STR_002,Entrance,102,2026-08-10 16:35:48
SEN_00362,STR_008,Tools Aisle,222,2026-08-11 16:35:48
SEN_00363,STR_008,Tools Aisle,199,2026-08-18 16:35:48
SEN_00364,STR_005,Entrance,79,2026-08-26 16:35:48
SEN_00365,STR_001,Entrance,72,2026-08-30 16:35:48
SEN_00366,STR_004,Entrance,122,2026-08-15 16:35:48
SEN_00367,STR_003,Checkout Queue,138,2026-08-17 16:35:48
SEN_00368,STR_009,Entrance,59,2026-08-21 16:35:48
SEN_00369,STR_008,Entrance,257,2026-08-17 16:35:48
SEN_00370,STR_001,Entrance,100,2026-08-26 16:35:48
SEN_00371,STR_008,Tools Aisle,256,2026-08-30 16:35:48
SEN_00372,STR_008,Checkout Queue,139,2026-08-24 16:35:48
SEN_00373,STR_005,Checkout Queue,215,2026-08-29 16:35:48
SEN_00374,STR_006,Entrance,67,2026-08-10 16:35:48
SEN_00375,STR_007,Tools Aisle,268,2026-08-12 16:35:48
SEN_00376,STR_010,Checkout Queue,298,2026-08-21 16:35:48
SEN_00377,STR_001,Tools Aisle,219,2026-08-15 16:35:48
SEN_00378,STR_009,Checkout Queue,264,2026-08-23 16:35:48
SEN_00379,STR_001,Checkout Queue,24,2026-08-17 16:35:48
SEN_00380,STR_010,Tools Aisle,298,2026-08-28 16:35:48
SEN_00381,STR_005,Checkout Queue,228,2026-08-15 16:35:48
SEN_00382,STR_002,Tools Aisle,192,2026-08-16 16:35:48
SEN_00383,STR_007,Entrance,97,2026-08-21 16:35:48
SEN_00384,STR_004,Tools Aisle,191,2026-08-16 16:35:48
SEN_00385,STR_004,Checkout Queue,127,2026-08-12 16:35:48
SEN_00386,STR_006,Checkout Queue,254,2026-08-26 16:35:48
SEN_00387,STR_005,Checkout Queue,214,2026-08-17 16:35:48
SEN_00388,STR_006,Tools Aisle,97,2026-08-11 16:35:48
SEN_00389,STR_004,Tools Aisle,59,2026-08-15 16:35:48
SEN_00390,STR_003,Entrance,117,2026-08-25 16:35:48
SEN_00391,STR_010,Tools Aisle,66,2026-08-17 16:35:48
SEN_00392,STR_008,Tools Aisle,135,2026-08-24 16:35:48
SEN_00393,STR_009,Entrance,24,2026-08-19 16:35:48
SEN_00394,STR_005,Tools Aisle,96,2026-08-25 16:35:48
SEN_00395,STR_009,Entrance,47,2026-08-20 16:35:48
SEN_00396,STR_007,Entrance,131,2026-08-27 16:35:48
SEN_00397,STR_009,Entrance,264,2026-08-22 16:35:48
SEN_00398,STR_006,Tools Aisle,38,2026-08-13 16:35:48
SEN_00399,STR_005,Entrance,278,2026-08-11 16:35:48
SEN_00400,STR_002,Checkout Queue,40,2026-08-16 16:35:48
