item_id,transaction_id,sku,product_name,category,quantity,unit_price
PITM_00061,TXN_00024,SKU-6258,Stuff,Tools,1,59.6
PITM_00062,TXN_00024,SKU-2857,Set,Tools,4,78.27
PITM_00063,TXN_00025,SKU-7143,Eye,Tools,1,77.91
PITM_00064,TXN_00025,SKU-8300,Field,Tools,5,69.23
PITM_00065,TXN_00025,SKU-4154,Campaign,Tools,4,8.51
PITM_00066,TXN_00026,SKU-9814,Painting,Tools,2,82.73
PITM_00067,TXN_00027,SKU-4368,Require,Tools,4,71.85
PITM_00068,TXN_00027,SKU-8130,Of,Tools,5,71.3
PITM_00069,TXN_00028,SKU-1889,Hundred,Tools,1,12.0
PITM_00070,TXN_00028,SKU-2154,War,Tools,2,68.54
PITM_00071,TXN_00028,SKU-5237,Indicate,Tools,5,70.73
PITM_00072,TXN_00029,SKU-7381,Tell,Tools,4,30.31
PITM_00073,TXN_00029,SKU-2036,Hair,Tools,1,47.79
PITM_00074,TXN_00029,SKU-2189,Spring,Tools,5,8.64
PITM_00075,TXN_00029,SKU-2738,Summer,Tools,3,79.24
PITM_00076,TXN_00030,SKU-1504,Child,Tools,4,35.51
PITM_00077,TXN_00030,SKU-4602,Fill,Tools,4,17.51
PITM_00078,TXN_00030,SKU-9941,And,Tools,2,64.74
PITM_00079,TXN_00031,SKU-3316,Field,Tools,1,49.28
PITM_00080,TXN_00031,SKU-7456,Send,Tools,1,8.34
PITM_00081,TXN_00031,SKU-2394,Bar,Tools,5,48.8
PITM_00082,TXN_00032,SKU-9397,Half,Tools,2,38.01
PITM_00083,TXN_00032,SKU-4617,Window,Tools,2,17.88
PITM_00084,TXN_00032,SKU-4183,Letter,Tools,5,71.78
PITM_00085,TXN_00033,SKU-2198,Reality,Tools,5,41.9
PITM_00086,TXN_00034,SKU-6420,Establish,Tools,5,43.98
PITM_00087,TXN_00034,SKU-4842,Small,Tools,3,15.26
PITM_00088,TXN_00035,SKU-6379,Measure,Tools,3,43.87
PITM_00089,TXN_00035,SKU-3496,Difficult,Tools,5,57.75
PITM_00090,TXN_00036,SKU-4629,Defense,Tools,3,24.69
PITM_00091,TXN_00037,SKU-6877,Their,Tools,4,42.03
PITM_00092,TXN_00037,SKU-2783,Nothing,Tools,3,43.96
PITM_00093,TXN_00037,SKU-2343,Experience,Tools,2,56.64
PITM_00094,TXN_00038,SKU-1305,Worker,Tools,1,63.19
PITM_00095,TXN_00038,SKU-7637,Or,Tools,5,55.53
PITM_00096,TXN_00038,SKU-1600,Safe,Tools,5,22.02
PITM_00097,TXN_00039,SKU-5767,Expert,Tools,3,36.4
PITM_00098,TXN_00039,SKU-9362,Certain,Tools,2,42.18
PITM_00099,TXN_00040,SKU-3717,Boy,Tools,2,72.84
PITM_00100,TXN_00041,SKU-1662,Power,Tools,4,80.13
PITM_00101,TXN_00041,SKU-4796,Sit,Tools,2,65.92
PITM_00102,TXN_00042,SKU-6918,Peace,Tools,2,46.43
PITM_00103,TXN_00043,SKU-6309,Education,Tools,1,83.45
PITM_00104,TXN_00044,SKU-3848,Eight,Tools,3,51.29
PITM_00105,TXN_00044,SKU-6985,Apply,Tools,4,57.29
PITM_00106,TXN_00044,SKU-2275,Relationship,Tools,5,57.27
PITM_00107,TXN_00045,SKU-6653,West,Tools,3,70.38
PITM_00108,TXN_00045,SKU-1108,Nice,Tools,4,68.41
PITM_00109,TXN_00045,SKU-8207,Draw,Tools,5,75.56
PITM_00110,TXN_00045,SKU-9430,Pull,Tools,2,23.4
PITM_00111,TXN_00046,SKU-2938,Early,Tools,3,53.16
PITM_00112,TXN_00046,SKU-6410,Area,Tools,2,38.17
PITM_00113,TXN_00047,SKU-7732,Black,Tools,2,52.26
PITM_00114,TXN_00047,SKU-3095,Job,Tools,1,24.49
PITM_00115,TXN_00047,SKU-3207,Give,Tools,5,52.39
PITM_00116,TXN_00047,SKU-3406,Series,Tools,5,8.14
PITM_00117,TXN_00048,SKU-1305,Marriage,Tools,5,81.66
PITM_00118,TXN_00048,SKU-4548,Black,Tools,3,80.78
PITM_00119,TXN_00049,SKU-7730,Responsibility,Tools,2,22.55
PITM_00120,TXN_00049,SKU-3979,Spend,Tools,5,16.42
PITM_00121,TXN_00049,SKU-5333,Certain,Tools,5,57.77
PITM_00122,TXN_00049,SKU-6614,Accept,Tools,2,62.93
PITM_00123,TXN_00050,SKU-2778,Oil,Tools,4,35.84
PITM_00124,TXN_00050,SKU-9263,Woman,Tools,1,21.19
PITM_00125,TXN_00051,SKU-1639,Coach,Tools,4,77.13
PITM_00126,TXN_00051,SKU-2925,Investment,Tools,5,45.27
PITM_00127,TXN_00052,SKU-7068,Read,Tools,4,46.76
PITM_00128,TXN_00053,SKU-2600,Worry,Tools,4,33.04
PITM_00129,TXN_00053,SKU-8817,Up,Tools,4,15.71
PITM_00130,TXN_00053,SKU-2373,Unit,Tools,2,77.81
PITM_00131,TXN_00053,SKU-9908,Maybe,Tools,3,52.86
PITM_00132,TXN_00054,SKU-9515,Me,Tools,5,46.8
PITM_00133,TXN_00055,SKU-3535,Rather,Tools,4,33.98
PITM_00134,TXN_00055,SKU-5155,Decision,Tools,4,57.13
PITM_00135,TXN_00055,SKU-7939,Something,Tools,3,73.4
PITM_00136,TXN_00056,SKU-8904,Field,Tools,2,38.06
PITM_00137,TXN_00056,SKU-8925,Full,Tools,2,34.62
PITM_00138,TXN_00056,SKU-6641,Feeling,Tools,3,84.08
PITM_00139,TXN_00056,SKU-2951,Race,Tools,4,63.86
PITM_00140,TXN_00057,SKU-7562,Artist,Tools,1,22.16
PITM_00141,TXN_00057,SKU-1852,Whatever,Tools,3,69.07
PITM_00142,TXN_00058,SKU-8133,Specific,Tools,2,42.73
PITM_00143,TXN_00059,SKU-7296,Behind,Tools,1,53.72
PITM_00144,TXN_00059,SKU-9536,Reach,Tools,4,54.12
PITM_00145,TXN_00059,SKU-1941,Painting,Tools,3,61.93
PITM_00146,TXN_00060,SKU-1550,Each,Tools,5,27.88
PITM_00147,TXN_00060,SKU-4795,Nor,Tools,5,45.84
PITM_00148,TXN_00061,SKU-5520,Single,Tools,2,11.95
PITM_00149,TXN_00062,SKU-1251,Several,Tools,5,21.02
PITM_00150,TXN_00062,SKU-5661,To,Tools,1,78.53
PITM_00151,TXN_00062,SKU-6703,Write,Tools,5,78.2
PITM_00152,TXN_00062,SKU-5530,Always,Tools,3,82.06
PITM_00153,TXN_00063,SKU-3867,White,Tools,5,5.37
PITM_00154,TXN_00063,SKU-2185,Will,Tools,4,45.5
PITM_00155,TXN_00063,SKU-2917,Continue,Tools,5,28.54
PITM_00156,TXN_00063,SKU-9813,Key,Tools,5,81.54
PITM_00157,TXN_00064,SKU-8517,Us,Tools,2,65.6
PITM_00158,TXN_00064,SKU-1448,Third,Tools,4,76.72
PITM_00159,TXN_00064,SKU-2106,Control,Tools,4,14.3
PITM_00160,TXN_00064,SKU-4610,World,Tools,4,55.69
PITM_00161,TXN_00065,SKU-5314,Wide,Tools,5,47.85
PITM_00162,TXN_00065,SKU-7536,Although,Tools,2,27.98
PITM_00163,TXN_00065,SKU-3924,Think,Tools,3,11.08
PITM_00164,TXN_00066,SKU-4115,Industry,Tools,2,80.77
PITM_00165,TXN_00066,SKU-4847,Store,Tools,4,63.97
PITM_00166,TXN_00066,SKU-4387,Mission,Tools,2,74.82
PITM_00167,TXN_00067,SKU-2964,Cultural,Tools,2,67.32
PITM_00168,TXN_00067,SKU-9071,Write,Tools,1,59.06
PITM_00169,TXN_00067,SKU-9871,Smile,Tools,5,5.53
PITM_00170,TXN_00068,SKU-5501,Turn,Tools,4,76.85
PITM_00171,TXN_00068,SKU-9374,With,Tools,4,19.63
PITM_00172,TXN_00068,SKU-3101,Figure,Tools,3,36.83
PITM_00173,TXN_00069,SKU-3863,Under,Tools,5,32.78
PITM_00174,TXN_00070,SKU-1193,Always,Tools,3,60.14
PITM_00175,TXN_00070,SKU-2650,Act,Tools,2,35.35
PITM_00176,TXN_00070,SKU-5254,Fire,Tools,3,33.93
PITM_00177,TXN_00070,SKU-4885,Out,Tools,2,48.89
PITM_00178,TXN_00071,SKU-4449,Player,Tools,2,44.9
PITM_00179,TXN_00071,SKU-7099,Both,Tools,4,61.06
PITM_00180,TXN_00071,SKU-5581,Without,Tools,3,73.35
PITM_00181,TXN_00072,SKU-4863,Government,Tools,1,62.67
PITM_00182,TXN_00072,SKU-7240,Feel,Tools,5,39.58
PITM_00183,TXN_00073,SKU-9185,Look,Tools,1,19.13
PITM_00184,TXN_00073,SKU-9470,Put,Tools,2,84.64
PITM_00185,TXN_00073,SKU-8972,Of,Tools,5,62.64
PITM_00186,TXN_00073,SKU-1781,Need,Tools,3,25.08
PITM_00187,TXN_00074,SKU-8807,Minute,Tools,2,70.11
PITM_00188,TXN_00075,SKU-5222,Visit,Tools,3,33.82
PITM_00189,TXN_00075,SKU-2986,Wrong,Tools,3,6.59
PITM_00190,TXN_00075,SKU-4259,Center,Tools,3,74.39
PITM_00191,TXN_00076,SKU-7243,Today,Tools,4,76.17
PITM_00192,TXN_00076,SKU-3373,Mother,Tools,5,27.92
PITM_00193,TXN_00076,SKU-6527,Management,Tools,2,56.25
PITM_00194,TXN_00076,SKU-7631,Explain,Tools,4,55.5
PITM_00195,TXN_00077,SKU-5773,Data,Tools,3,30.35
PITM_00196,TXN_00077,SKU-7479,Table,Tools,3,53.43
PITM_00197,TXN_00078,SKU-8377,Budget,Tools,5,46.67
PITM_00198,TXN_00078,SKU-1378,Give,Tools,4,18.39
PITM_00199,TXN_00078,SKU-5122,Commercial,Tools,2,63.22
PITM_00200,TXN_00079,SKU-8752,Side,Tools,1,10.1
PITM_00201,TXN_00080,SKU-3544,Low,Tools,1,26.0
PITM_00202,TXN_00081,SKU-3071,Raise,Tools,3,40.45
PITM_00203,TXN_00081,SKU-3795,Even,Tools,2,47.14
PITM_00204,TXN_00082,SKU-9856,Serious,Tools,4,42.38
PITM_00205,TXN_00082,SKU-3213,Cultural,Tools,3,48.88
PITM_00206,TXN_00082,SKU-8480,Address,Tools,5,19.16
PITM_00207,TXN_00083,SKU-4721,Since,Tools,3,43.53
PITM_00208,TXN_00083,SKU-6992,Green,Tools,1,40.35
PITM_00209,TXN_00083,SKU-5973,Street,Tools,4,25.78
PITM_00210,TXN_00084,SKU-9767,Find,Tools,3,27.94
PITM_00211,TXN_00084,SKU-9059,Out,Tools,1,60.02
PITM_00212,TXN_00085,SKU-1118,Represent,Tools,3,52.76
PITM_00213,TXN_00085,SKU-7745,Sometimes,Tools,5,34.89
PITM_00214,TXN_00085,SKU-5094,Data,Tools,5,39.97
PITM_00215,TXN_00085,SKU-7385,Continue,Tools,2,62.2
PITM_00216,TXN_00086,SKU-5454,Popular,Tools,2,46.33
PITM_00217,TXN_00086,SKU-9715,Total,Tools,3,56.88
PITM_00218,TXN_00086,SKU-2121,Purpose,Tools,3,38.03
PITM_00219,TXN_00086,SKU-2808,Watch,Tools,2,15.93
PITM_00220,TXN_00087,SKU-3492,Into,Tools,2,30.65
PITM_00221,TXN_00087,SKU-1362,The,Tools,1,82.58
PITM_00222,TXN_00087,SKU-5622,Late,Tools,2,82.79
PITM_00223,TXN_00087,SKU-8183,Myself,Tools,3,15.0
PITM_00224,TXN_00088,SKU-7885,Generation,Tools,4,22.38
PITM_00225,TXN_00089,SKU-3393,Before,Tools,3,11.42
PITM_00226,TXN_00090,SKU-4148,Institution,Tools,5,42.61
PITM_00227,TXN_00091,SKU-8257,Relationship,Tools,4,66.7
PITM_00228,TXN_00091,SKU-1549,Beyond,Tools,2,64.01
PITM_00229,TXN_00092,SKU-4415,Crime,Tools,5,58.28
PITM_00230,TXN_00093,SKU-1691,Challenge,Tools,3,17.69
PITM_00231,TXN_00093,SKU-5150,Me,Tools,5,46.67
PITM_00232,TXN_00093,SKU-4255,Game,Tools,4,56.08
PITM_00233,TXN_00094,SKU-6316,Would,Tools,2,55.63
PITM_00234,TXN_00095,SKU-1146,Energy,Tools,4,68.13
PITM_00235,TXN_00096,SKU-5075,According,Tools,3,66.66
PITM_00236,TXN_00096,SKU-6544,Every,Tools,2,44.99
PITM_00237,TXN_00097,SKU-3061,Identify,Tools,5,68.32
PITM_00238,TXN_00097,SKU-6690,Eat,Tools,4,23.61
PITM_00239,TXN_00098,SKU-5107,Likely,Tools,3,62.95
PITM_00240,TXN_00098,SKU-8168,Some,Tools,1,43.82
PITM_00241,TXN_00098,SKU-9029,Example,Tools,5,28.58
PITM_00242,TXN_00098,SKU-9906,Girl,Tools,2,50.34
PITM_00243,TXN_00099,SKU-3627,Five,Tools,5,78.16
PITM_00244,TXN_00099,SKU-8362,Pass,Tools,1,47.49
PITM_00245,TXN_00099,SKU-9873,Several,Tools,3,70.55
PITM_00246,TXN_00100,SKU-6965,Page,Tools,2,75.63
PITM_00247,TXN_00100,SKU-2037,Activity,Tools,5,24.1
PITM_00248,TXN_00100,SKU-4110,Every,Tools,5,70.52
PITM_00249,TXN_00100,SKU-3525,Ready,Tools,5,59.66
PITM_00250,TXN_00101,SKU-2092,Here,Tools,1,12.7
PITM_00251,TXN_00101,SKU-3126,Room,Tools,1,71.82
PITM_00252,TXN_00101,SKU-4310,Eat,Tools,2,74.88
PITM_00253,TXN_00102,SKU-7366,Assume,Tools,5,56.34
PITM_00254,TXN_00103,SKU-2161,Region,Tools,1,34.31
PITM_00255,TXN_00103,SKU-4419,By,Tools,1,79.42
PITM_00256,TXN_00103,SKU-2310,Make,Tools,4,79.27
PITM_00257,TXN_00104,SKU-1955,Food,Tools,3,68.54
PITM_00258,TXN_00104,SKU-1666,Collection,Tools,5,26.27
PITM_00259,TXN_00104,SKU-2276,Into,Tools,1,71.76
PITM_00260,TXN_00104,SKU-2591,Rich,Tools,2,81.85
PITM_00261,TXN_00105,SKU-5075,Morning,Tools,2,47.1
PITM_00262,TXN_00105,SKU-3931,Wind,Tools,5,55.03
PITM_00263,TXN_00106,SKU-7997,Want,Tools,4,61.2
PITM_00264,TXN_00106,SKU-3955,View,Tools,1,18.34
PITM_00265,TXN_00106,SKU-6529,Score,Tools,5,37.12
PITM_00266,TXN_00107,SKU-6319,Speech,Tools,3,49.01
PITM_00267,TXN_00107,SKU-8054,Foreign,Tools,3,37.99
PITM_00268,TXN_00107,SKU-9939,Road,Tools,3,53.67
PITM_00269,TXN_00108,SKU-8331,Buy,Tools,3,81.93
PITM_00270,TXN_00108,SKU-1567,Purpose,Tools,4,5.02
PITM_00271,TXN_00108,SKU-9480,Whom,Tools,3,52.66
PITM_00272,TXN_00109,SKU-1355,Yeah,Tools,2,73.46
PITM_00273,TXN_00109,SKU-9376,Find,Tools,3,78.53
PITM_00274,TXN_00110,SKU-7014,Hold,Tools,2,16.07
PITM_00275,TXN_00110,SKU-5198,Possible,Tools,5,24.99
PITM_00276,TXN_00110,SKU-7550,Do,Tools,3,12.35
PITM_00277,TXN_00111,SKU-2562,Discuss,Tools,2,44.06
PITM_00278,TXN_00111,SKU-1612,Cell,Tools,5,56.38
PITM_00279,TXN_00111,SKU-1916,Mean,Tools,5,35.52
PITM_00280,TXN_00111,SKU-8115,Claim,Tools,3,32.83
PITM_00281,TXN_00112,SKU-9591,Look,Tools,4,9.33
PITM_00282,TXN_00113,SKU-4617,Small,Tools,3,45.19
PITM_00283,TXN_00113,SKU-7436,Police,Tools,2,9.04
PITM_00284,TXN_00114,SKU-7460,Hour,Tools,2,39.55
PITM_00285,TXN_00115,SKU-9980,Just,Tools,5,64.63
PITM_00286,TXN_00115,SKU-7529,Science,Tools,4,26.0
PITM_00287,TXN_00115,SKU-3136,Often,Tools,5,39.76
PITM_00288,TXN_00115,SKU-4245,While,Tools,2,43.47
PITM_00289,TXN_00116,SKU-9589,Market,Tools,5,54.28
PITM_00290,TXN_00116,SKU-5362,Sometimes,Tools,2,24.39
PITM_00291,TXN_00117,SKU-7939,Note,Tools,1,58.74
PITM_00292,TXN_00118,SKU-5994,Suffer,Tools,5,57.43
PITM_00293,TXN_00118,SKU-8245,Red,Tools,2,84.01
PITM_00294,TXN_00118,SKU-1735,That,Tools,5,16.67
PITM_00295,TXN_00119,SKU-1893,Discover,Tools,1,13.99
PITM_00296,TXN_00119,SKU-3419,Sound,Tools,2,80.92
PITM_00297,TXN_00120,SKU-1372,End,Tools,3,41.0
PITM_00298,TXN_00121,SKU-5237,Response,Tools,2,48.71
PITM_00299,TXN_00121,SKU-3315,Somebody,Tools,5,43.64
PITM_00300,TXN_00122,SKU-5653,Pick,Tools,3,18.63
PITM_00301,TXN_00123,SKU-5445,Tv,Tools,1,10.33
PITM_00302,TXN_00123,SKU-1312,Store,Tools,3,74.14
PITM_00303,TXN_00123,SKU-7332,Beat,Tools,3,74.39
PITM_00304,TXN_00123,SKU-9331,Never,Tools,2,83.38
PITM_00305,TXN_00124,SKU-8503,Likely,Tools,2,20.91
PITM_00306,TXN_00125,SKU-3572,News,Tools,3,44.19
PITM_00307,TXN_00125,SKU-6765,Score,Tools,1,32.74
PITM_00308,TXN_00125,SKU-4869,High,Tools,3,55.02
PITM_00309,TXN_00126,SKU-5590,Bank,Tools,1,80.53
PITM_00310,TXN_00126,SKU-7436,Whose,Tools,2,17.14
PITM_00311,TXN_00126,SKU-7262,Organization,Tools,2,12.02
PITM_00312,TXN_00126,SKU-4726,Brother,Tools,5,81.85
PITM_00313,TXN_00127,SKU-6395,Assume,Tools,3,77.78
PITM_00314,TXN_00127,SKU-4387,Them,Tools,4,48.38
PITM_00315,TXN_00127,SKU-4314,Officer,Tools,2,51.48
PITM_00316,TXN_00127,SKU-9582,Weight,Tools,2,29.72
PITM_00317,TXN_00128,SKU-9732,Mouth,Tools,3,10.43
PITM_00318,TXN_00128,SKU-3384,Degree,Tools,1,19.73
PITM_00319,TXN_00129,SKU-5485,Page,Tools,3,40.44
PITM_00320,TXN_00129,SKU-2749,Not,Tools,2,67.33
PITM_00321,TXN_00129,SKU-5372,Citizen,Tools,2,19.78
PITM_00322,TXN_00129,SKU-4783,Community,Tools,5,50.36
PITM_00323,TXN_00130,SKU-8808,Generation,Tools,1,60.05
PITM_00324,TXN_00130,SKU-8680,Too,Tools,2,45.19
PITM_00325,TXN_00130,SKU-7348,Nature,Tools,3,19.72
PITM_00326,TXN_00131,SKU-1245,Letter,Tools,2,7.58
PITM_00327,TXN_00131,SKU-4646,But,Tools,3,81.02
PITM_00328,TXN_00132,SKU-6323,Response,Tools,5,44.2
PITM_00329,TXN_00132,SKU-8005,Describe,Tools,4,76.01
PITM_00330,TXN_00132,SKU-7232,Series,Tools,4,67.1
PITM_00331,TXN_00132,SKU-9784,Past,Tools,3,36.53
PITM_00332,TXN_00133,SKU-5025,Middle,Tools,1,75.22
PITM_00333,TXN_00133,SKU-1643,Benefit,Tools,5,48.03
PITM_00334,TXN_00133,SKU-1807,Way,Tools,5,35.99
PITM_00335,TXN_00133,SKU-7521,Mrs,Tools,2,28.29
PITM_00336,TXN_00134,SKU-1893,Like,Tools,3,54.05
PITM_00337,TXN_00134,SKU-8595,Table,Tools,5,77.29
PITM_00338,TXN_00134,SKU-9202,Around,Tools,4,12.24
PITM_00339,TXN_00134,SKU-9952,Long,Tools,1,19.38
PITM_00340,TXN_00135,SKU-4308,Cause,Tools,1,19.31
PITM_00341,TXN_00135,SKU-6309,Must,Tools,4,12.21
PITM_00342,TXN_00135,SKU-3024,Just,Tools,2,62.47
PITM_00343,TXN_00135,SKU-8362,Loss,Tools,1,14.13
PITM_00344,TXN_00136,SKU-3619,Organization,Tools,5,53.97
PITM_00345,TXN_00136,SKU-1719,Article,Tools,4,49.03
PITM_00346,TXN_00136,SKU-3459,Operation,Tools,2,77.98
PITM_00347,TXN_00136,SKU-3930,Maintain,Tools,2,74.51
PITM_00348,TXN_00137,SKU-2926,Remember,Tools,3,55.12
PITM_00349,TXN_00137,SKU-1057,Surface,Tools,2,81.83
PITM_00350,TXN_00137,SKU-1200,Foot,Tools,5,66.23
PITM_00351,TXN_00137,SKU-9169,Several,Tools,4,44.81
PITM_00352,TXN_00138,SKU-8434,Age,Tools,5,57.76
PITM_00353,TXN_00138,SKU-1107,Individual,Tools,4,40.35
PITM_00354,TXN_00139,SKU-1902,Environmental,Tools,1,19.79
PITM_00355,TXN_00139,SKU-1531,Technology,Tools,3,7.94
PITM_00356,TXN_00140,SKU-3643,About,Tools,4,84.5
PITM_00357,TXN_00141,SKU-6901,Skill,Tools,4,64.95
PITM_00358,TXN_00141,SKU-5903,Discover,Tools,1,12.45
PITM_00359,TXN_00142,SKU-2063,Particular,Tools,4,72.46
PITM_00360,TXN_00143,SKU-9595,Baby,Tools,3,47.16
PITM_00361,TXN_00143,SKU-1953,Answer,Tools,2,60.67
PITM_00362,TXN_00143,SKU-9666,Land,Tools,1,50.71
PITM_00363,TXN_00144,SKU-6185,Guy,Tools,4,53.71
PITM_00364,TXN_00144,SKU-6797,School,Tools,3,47.03
PITM_00365,TXN_00144,SKU-9132,Attack,Tools,2,54.14
PITM_00366,TXN_00145,SKU-1025,Number,Tools,3,83.34
PITM_00367,TXN_00145,SKU-2932,As,Tools,1,6.92
PITM_00368,TXN_00146,SKU-4478,Worry,Tools,3,32.97
PITM_00369,TXN_00147,SKU-9301,Wall,Tools,1,29.62
PITM_00370,TXN_00147,SKU-1100,Authority,Tools,5,30.91
PITM_00371,TXN_00147,SKU-6592,World,Tools,1,59.87
PITM_00372,TXN_00148,SKU-6536,Marriage,Tools,2,20.52
PITM_00373,TXN_00149,SKU-8546,Almost,Tools,4,17.43
PITM_00374,TXN_00149,SKU-8577,Few,Tools,5,76.67
PITM_00375,TXN_00150,SKU-4412,Issue,Tools,5,47.87
PITM_00376,TXN_00150,SKU-6793,Couple,Tools,5,59.84
PITM_00377,TXN_00150,SKU-5595,Specific,Tools,1,82.57
PITM_00378,TXN_00151,SKU-4070,Central,Tools,5,53.46
PITM_00379,TXN_00151,SKU-6050,Space,Tools,5,14.35
PITM_00380,TXN_00152,SKU-7088,Put,Tools,4,75.16
PITM_00381,TXN_00153,SKU-1612,Shoulder,Tools,2,13.98
PITM_00382,TXN_00153,SKU-8270,Race,Tools,2,78.07
PITM_00383,TXN_00153,SKU-8907,Kitchen,Tools,5,6.99
PITM_00384,TXN_00154,SKU-6363,House,Tools,5,29.83
PITM_00385,TXN_00154,SKU-2609,Vote,Tools,2,66.56
PITM_00386,TXN_00154,SKU-3174,Idea,Tools,5,59.14
PITM_00387,TXN_00154,SKU-8526,List,Tools,2,62.97
PITM_00388,TXN_00155,SKU-2426,True,Tools,1,59.96
PITM_00389,TXN_00155,SKU-1755,Whose,Tools,3,42.35
PITM_00390,TXN_00155,SKU-6119,What,Tools,1,46.65
PITM_00391,TXN_00156,SKU-5695,Huge,Tools,3,21.04
PITM_00392,TXN_00156,SKU-8227,How,Tools,3,47.58
PITM_00393,TXN_00157,SKU-9422,Be,Tools,1,6.22
PITM_00394,TXN_00157,SKU-6739,Result,Tools,1,21.53
PITM_00395,TXN_00157,SKU-3319,Recently,Tools,5,30.48
PITM_00396,TXN_00158,SKU-6549,Two,Tools,3,54.06
PITM_00397,TXN_00159,SKU-1881,Notice,Tools,1,13.47
PITM_00398,TXN_00159,SKU-3932,Cell,Tools,1,39.12
PITM_00399,TXN_00159,SKU-8304,Ready,Tools,5,76.3
PITM_00400,TXN_00159,SKU-6444,Trade,Tools,5,33.45
PITM_00401,TXN_00160,SKU-8672,Happen,Tools,5,15.54
PITM_00402,TXN_00160,SKU-8625,By,Tools,1,41.45
PITM_00403,TXN_00160,SKU-4666,Could,Tools,4,23.54
