event_id,user_id,account_id,event_type,timestamp
EVT_00068,USR_0110,ACC_0033,request_checkout,2026-08-30 16:35:48
EVT_00069,USR_0181,ACC_0001,view_quote,2026-08-24 16:35:48
EVT_00070,USR_0072,ACC_0016,download_cad,2026-08-05 16:35:48
EVT_00071,USR_0017,ACC_0031,download_cad,2026-08-27 16:35:48
EVT_00072,USR_0138,ACC_0027,view_quote,2026-08-19 16:35:48
EVT_00073,USR_0084,ACC_0044,view_quote,2026-08-16 16:35:48
EVT_00074,USR_0030,ACC_0012,request_checkout,2026-08-09 16:35:48
EVT_00075,USR_0126,ACC_0047,download_cad,2026-07-31 16:35:48
EVT_00076,USR_0164,ACC_0049,request_checkout,2026-08-11 16:35:48
EVT_00077,USR_0100,ACC_0027,download_cad,2026-08-18 16:35:48
EVT_00078,USR_0151,ACC_0009,view_quote,2026-08-19 16:35:48
EVT_00079,USR_0091,ACC_0013,request_checkout,2026-08-11 16:35:48
EVT_00080,USR_0045,ACC_0016,download_cad,2026-08-08 16:35:48
EVT_00081,USR_0077,ACC_0025,download_cad,2026-08-12 16:35:48
EVT_00082,USR_0022,ACC_0043,download_cad,2026-08-26 16:35:48
EVT_00083,USR_0081,ACC_0026,view_quote,2026-08-23 16:35:48
EVT_00084,USR_0079,ACC_0023,view_quote,2026-08-25 16:35:48
EVT_00085,USR_0096,ACC_0043,download_cad,2026-08-26 16:35:48
EVT_00086,USR_0131,ACC_0041,request_checkout,2026-08-17 16:35:48
EVT_00087,USR_0153,ACC_0037,view_quote,2026-08-12 16:35:48
EVT_00088,USR_0099,ACC_0036,request_checkout,2026-08-25 16:35:48
EVT_00089,USR_0125,ACC_0049,download_cad,2026-08-13 16:35:48
EVT_00090,USR_0178,ACC_0037,download_cad,2026-08-01 16:35:48
EVT_00091,USR_0045,ACC_0016,download_cad,2026-08-25 16:35:48
EVT_00092,USR_0126,ACC_0047,request_checkout,2026-08-26 16:35:48
EVT_00093,USR_0048,ACC_0042,request_checkout,2026-08-04 16:35:48
EVT_00094,USR_0116,ACC_0013,download_cad,2026-08-29 16:35:48
EVT_00095,USR_0092,ACC_0046,view_quote,2026-08-15 16:35:48
EVT_00096,USR_0035,ACC_0027,view_quote,2026-08-04 16:35:48
EVT_00097,USR_0099,ACC_0036,download_cad,2026-08-14 16:35:48
EVT_00098,USR_0168,ACC_0014,request_checkout,2026-08-17 16:35:48
EVT_00099,USR_0176,ACC_0007,request_checkout,2026-08-17 16:35:48
EVT_00100,USR_0182,ACC_0007,request_checkout,2026-08-15 16:35:48
EVT_00101,USR_0043,ACC_0014,view_quote,2026-08-12 16:35:48
EVT_00102,USR_0008,ACC_0004,view_quote,2026-08-21 16:35:48
EVT_00103,USR_0009,ACC_0007,request_checkout,2026-08-23 16:35:48
EVT_00104,USR_0138,ACC_0027,request_checkout,2026-08-25 16:35:48
EVT_00105,USR_0200,ACC_0045,request_checkout,2026-08-12 16:35:48
EVT_00106,USR_0191,ACC_0040,request_checkout,2026-08-13 16:35:48
EVT_00107,USR_0131,ACC_0041,view_quote,2026-08-12 16:35:48
EVT_00108,USR_0030,ACC_0012,request_checkout,2026-08-06 16:35:48
EVT_00109,USR_0140,ACC_0004,request_checkout,2026-08-13 16:35:48
EVT_00110,USR_0194,ACC_0014,view_quote,2026-08-06 16:35:48
EVT_00111,USR_0185,ACC_0042,request_checkout,2026-08-13 16:35:48
EVT_00112,USR_0056,ACC_0033,request_checkout,2026-08-27 16:35:48
EVT_00113,USR_0189,ACC_0006,download_cad,2026-08-06 16:35:48
EVT_00114,USR_0064,ACC_0035,request_checkout,2026-08-03 16:35:48
EVT_00115,USR_0009,ACC_0007,request_checkout,2026-08-22 16:35:48
EVT_00116,USR_0090,ACC_0008,view_quote,2026-08-16 16:35:48
EVT_00117,USR_0031,ACC_0005,view_quote,2026-08-24 16:35:48
EVT_00118,USR_0189,ACC_0006,download_cad,2026-08-08 16:35:48
EVT_00119,USR_0090,ACC_0008,download_cad,2026-08-11 16:35:48
EVT_00120,USR_0162,ACC_0023,request_checkout,2026-08-25 16:35:48
EVT_00121,USR_0158,ACC_0021,view_quote,2026-08-05 16:35:48
EVT_00122,USR_0053,ACC_0018,view_quote,2026-08-05 16:35:48
EVT_00123,USR_0016,ACC_0011,download_cad,2026-08-19 16:35:48
EVT_00124,USR_0137,ACC_0046,request_checkout,2026-08-11 16:35:48
EVT_00125,USR_0138,ACC_0027,view_quote,2026-08-20 16:35:48
EVT_00126,USR_0181,ACC_0001,request_checkout,2026-08-21 16:35:48
EVT_00127,USR_0147,ACC_0015,request_checkout,2026-07-31 16:35:48
EVT_00128,USR_0132,ACC_0029,download_cad,2026-08-04 16:35:48
EVT_00129,USR_0025,ACC_0048,view_quote,2026-07-31 16:35:48
EVT_00130,USR_0193,ACC_0021,request_checkout,2026-08-01 16:35:48
EVT_00131,USR_0016,ACC_0011,request_checkout,2026-08-03 16:35:48
EVT_00132,USR_0168,ACC_0014,view_quote,2026-08-08 16:35:48
EVT_00133,USR_0034,ACC_0003,view_quote,2026-08-26 16:35:48
EVT_00134,USR_0183,ACC_0041,request_checkout,2026-08-04 16:35:48
EVT_00135,USR_0064,ACC_0035,download_cad,2026-08-18 16:35:48
EVT_00136,USR_0126,ACC_0047,view_quote,2026-08-12 16:35:48
EVT_00137,USR_0162,ACC_0023,request_checkout,2026-08-10 16:35:48
EVT_00138,USR_0107,ACC_0029,request_checkout,2026-08-16 16:35:48
EVT_00139,USR_0020,ACC_0030,download_cad,2026-08-05 16:35:48
EVT_00140,USR_0197,ACC_0001,view_quote,2026-08-18 16:35:48
EVT_00141,USR_0132,ACC_0029,download_cad,2026-08-22 16:35:48
EVT_00142,USR_0178,ACC_0037,request_checkout,2026-08-16 16:35:48
EVT_00143,USR_0125,ACC_0049,request_checkout,2026-08-12 16:35:48
EVT_00144,USR_0001,ACC_0009,download_cad,2026-08-28 16:35:48
EVT_00145,USR_0188,ACC_0018,request_checkout,2026-08-10 16:35:48
EVT_00146,USR_0171,ACC_0050,download_cad,2026-08-19 16:35:48
EVT_00147,USR_0017,ACC_0031,download_cad,2026-08-18 16:35:48
EVT_00148,USR_0056,ACC_0033,request_checkout,2026-08-04 16:35:48
EVT_00149,USR_0055,ACC_0014,request_checkout,2026-08-22 16:35:48
EVT_00150,USR_0083,ACC_0042,request_checkout,2026-08-20 16:35:48
EVT_00151,USR_0141,ACC_0025,download_cad,2026-08-26 16:35:48
EVT_00152,USR_0145,ACC_0035,request_checkout,2026-08-05 16:35:48
EVT_00153,USR_0088,ACC_0028,download_cad,2026-08-06 16:35:48
EVT_00154,USR_0013,ACC_0005,view_quote,2026-08-27 16:35:48
EVT_00155,USR_0161,ACC_0048,request_checkout,2026-08-30 16:35:48
EVT_00156,USR_0032,ACC_0026,view_quote,2026-08-16 16:35:48
EVT_00157,USR_0117,ACC_0032,view_quote,2026-07-31 16:35:48
EVT_00158,USR_0110,ACC_0033,view_quote,2026-08-08 16:35:48
EVT_00159,USR_0034,ACC_0003,download_cad,2026-08-21 16:35:48
EVT_00160,USR_0041,ACC_0001,request_checkout,2026-08-28 16:35:48
EVT_00161,USR_0168,ACC_0014,request_checkout,2026-08-22 16:35:48
EVT_00162,USR_0022,ACC_0043,request_checkout,2026-08-09 16:35:48
EVT_00163,USR_0167,ACC_0043,view_quote,2026-08-29 16:35:48
EVT_00164,USR_0102,ACC_0040,download_cad,2026-08-21 16:35:48
EVT_00165,USR_0186,ACC_0035,download_cad,2026-08-06 16:35:48
EVT_00166,USR_0060,ACC_0011,request_checkout,2026-08-10 16:35:48
EVT_00167,USR_0024,ACC_0014,download_cad,2026-08-27 16:35:48
EVT_00168,USR_0001,ACC_0009,view_quote,2026-08-15 16:35:48
EVT_00169,USR_0020,ACC_0030,view_quote,2026-08-12 16:35:48
EVT_00170,USR_0058,ACC_0018,download_cad,2026-08-09 16:35:48
EVT_00171,USR_0114,ACC_0031,view_quote,2026-08-30 16:35:48
EVT_00172,USR_0179,ACC_0035,request_checkout,2026-08-04 16:35:48
EVT_00173,USR_0031,ACC_0005,request_checkout,2026-08-08 16:35:48
EVT_00174,USR_0034,ACC_0003,request_checkout,2026-08-28 16:35:48
EVT_00175,USR_0059,ACC_0022,request_checkout,2026-08-28 16:35:48
EVT_00176,USR_0188,ACC_0018,view_quote,2026-08-27 16:35:48
EVT_00177,USR_0081,ACC_0026,request_checkout,2026-08-02 16:35:48
EVT_00178,USR_0077,ACC_0025,view_quote,2026-08-18 16:35:48
EVT_00179,USR_0199,ACC_0032,view_quote,2026-08-10 16:35:48
EVT_00180,USR_0174,ACC_0026,view_quote,2026-08-28 16:35:48
EVT_00181,USR_0136,ACC_0025,download_cad,2026-08-30 16:35:48
EVT_00182,USR_0157,ACC_0021,download_cad,2026-08-25 16:35:48
EVT_00183,USR_0113,ACC_0002,request_checkout,2026-08-07 16:35:48
EVT_00184,USR_0055,ACC_0014,download_cad,2026-08-07 16:35:48
EVT_00185,USR_0039,ACC_0009,request_checkout,2026-08-11 16:35:48
EVT_00186,USR_0176,ACC_0007,request_checkout,2026-08-03 16:35:48
EVT_00187,USR_0056,ACC_0033,view_quote,2026-08-02 16:35:48
EVT_00188,USR_0026,ACC_0048,view_quote,2026-08-06 16:35:48
EVT_00189,USR_0032,ACC_0026,download_cad,2026-08-07 16:35:48
EVT_00190,USR_0099,ACC_0036,request_checkout,2026-07-31 16:35:48
EVT_00191,USR_0110,ACC_0033,request_checkout,2026-08-05 16:35:48
EVT_00192,USR_0036,ACC_0037,view_quote,2026-08-22 16:35:48
EVT_00193,USR_0166,ACC_0016,view_quote,2026-08-23 16:35:48
EVT_00194,USR_0142,ACC_0049,download_cad,2026-08-11 16:35:48
EVT_00195,USR_0185,ACC_0042,download_cad,2026-08-21 16:35:48
EVT_00196,USR_0200,ACC_0045,download_cad,2026-08-30 16:35:48
EVT_00197,USR_0169,ACC_0050,request_checkout,2026-08-24 16:35:48
EVT_00198,USR_0133,ACC_0016,download_cad,2026-08-14 16:35:48
EVT_00199,USR_0049,ACC_0043,download_cad,2026-08-18 16:35:48
EVT_00200,USR_0076,ACC_0018,download_cad,2026-08-29 16:35:48
EVT_00201,USR_0062,ACC_0036,request_checkout,2026-08-18 16:35:48
EVT_00202,USR_0029,ACC_0004,view_quote,2026-08-15 16:35:48
EVT_00203,USR_0164,ACC_0049,download_cad,2026-08-28 16:35:48
EVT_00204,USR_0136,ACC_0025,view_quote,2026-08-19 16:35:48
EVT_00205,USR_0082,ACC_0005,view_quote,2026-08-18 16:35:48
EVT_00206,USR_0146,ACC_0039,request_checkout,2026-08-19 16:35:48
EVT_00207,USR_0140,ACC_0004,download_cad,2026-08-25 16:35:48
EVT_00208,USR_0196,ACC_0045,request_checkout,2026-07-31 16:35:48
EVT_00209,USR_0198,ACC_0006,view_quote,2026-08-30 16:35:48
EVT_00210,USR_0151,ACC_0009,view_quote,2026-08-30 16:35:48
EVT_00211,USR_0068,ACC_0023,view_quote,2026-08-29 16:35:48
EVT_00212,USR_0016,ACC_0011,request_checkout,2026-08-14 16:35:48
EVT_00213,USR_0074,ACC_0048,download_cad,2026-08-08 16:35:48
EVT_00214,USR_0129,ACC_0017,request_checkout,2026-08-17 16:35:48
EVT_00215,USR_0180,ACC_0005,request_checkout,2026-08-28 16:35:48
EVT_00216,USR_0164,ACC_0049,download_cad,2026-08-13 16:35:48
EVT_00217,USR_0158,ACC_0021,view_quote,2026-08-22 16:35:48
EVT_00218,USR_0022,ACC_0043,request_checkout,2026-08-28 16:35:48
EVT_00219,USR_0131,ACC_0041,view_quote,2026-08-05 16:35:48
EVT_00220,USR_0040,ACC_0030,download_cad,2026-08-20 16:35:48
EVT_00221,USR_0101,ACC_0044,download_cad,2026-08-10 16:35:48
EVT_00222,USR_0196,ACC_0045,download_cad,2026-08-09 16:35:48
EVT_00223,USR_0165,ACC_0013,view_quote,2026-08-21 16:35:48
EVT_00224,USR_0179,ACC_0035,request_checkout,2026-08-07 16:35:48
EVT_00225,USR_0062,ACC_0036,view_quote,2026-08-23 16:35:48
EVT_00226,USR_0023,ACC_0010,request_checkout,2026-08-27 16:35:48
EVT_00227,USR_0117,ACC_0032,download_cad,2026-08-11 16:35:48
EVT_00228,USR_0015,ACC_0001,request_checkout,2026-08-09 16:35:48
EVT_00229,USR_0190,ACC_0016,download_cad,2026-08-07 16:35:48
EVT_00230,USR_0045,ACC_0016,view_quote,2026-08-30 16:35:48
EVT_00231,USR_0182,ACC_0007,view_quote,2026-08-08 16:35:48
EVT_00232,USR_0003,ACC_0031,view_quote,2026-08-15 16:35:48
EVT_00233,USR_0089,ACC_0028,download_cad,2026-08-14 16:35:48
EVT_00234,USR_0185,ACC_0042,request_checkout,2026-08-25 16:35:48
EVT_00235,USR_0096,ACC_0043,view_quote,2026-08-07 16:35:48
EVT_00236,USR_0200,ACC_0045,request_checkout,2026-08-07 16:35:48
EVT_00237,USR_0031,ACC_0005,view_quote,2026-08-20 16:35:48
EVT_00238,USR_0110,ACC_0033,request_checkout,2026-08-14 16:35:48
EVT_00239,USR_0017,ACC_0031,request_checkout,2026-08-08 16:35:48
EVT_00240,USR_0148,ACC_0032,download_cad,2026-08-28 16:35:48
EVT_00241,USR_0128,ACC_0048,request_checkout,2026-08-14 16:35:48
EVT_00242,USR_0093,ACC_0034,view_quote,2026-08-15 16:35:48
EVT_00243,USR_0146,ACC_0039,view_quote,2026-08-19 16:35:48
EVT_00244,USR_0041,ACC_0001,request_checkout,2026-08-06 16:35:48
EVT_00245,USR_0027,ACC_0004,download_cad,2026-08-09 16:35:48
EVT_00246,USR_0186,ACC_0035,view_quote,2026-08-23 16:35:48
EVT_00247,USR_0190,ACC_0016,download_cad,2026-08-30 16:35:48
EVT_00248,USR_0012,ACC_0018,view_quote,2026-08-23 16:35:48
EVT_00249,USR_0012,ACC_0018,request_checkout,2026-08-19 16:35:48
EVT_00250,USR_0099,ACC_0036,view_quote,2026-08-25 16:35:48
EVT_00251,USR_0010,ACC_0013,download_cad,2026-08-05 16:35:48
EVT_00252,USR_0183,ACC_0041,download_cad,2026-08-10 16:35:48
EVT_00253,USR_0108,ACC_0033,view_quote,2026-08-20 16:35:48
EVT_00254,USR_0064,ACC_0035,request_checkout,2026-08-01 16:35:48
EVT_00255,USR_0185,ACC_0042,request_checkout,2026-08-22 16:35:48
EVT_00256,USR_0020,ACC_0030,download_cad,2026-08-19 16:35:48
EVT_00257,USR_0031,ACC_0005,download_cad,2026-08-09 16:35:48
EVT_00258,USR_0014,ACC_0007,view_quote,2026-08-23 16:35:48
EVT_00259,USR_0133,ACC_0016,view_quote,2026-07-31 16:35:48
EVT_00260,USR_0103,ACC_0026,view_quote,2026-08-02 16:35:48
EVT_00261,USR_0120,ACC_0015,request_checkout,2026-08-06 16:35:48
EVT_00262,USR_0080,ACC_0015,request_checkout,2026-08-28 16:35:48
EVT_00263,USR_0142,ACC_0049,request_checkout,2026-08-30 16:35:48
EVT_00264,USR_0095,ACC_0043,view_quote,2026-08-21 16:35:48
EVT_00265,USR_0145,ACC_0035,request_checkout,2026-08-07 16:35:48
EVT_00266,USR_0160,ACC_0006,view_quote,2026-08-16 16:35:48
EVT_00267,USR_0095,ACC_0043,download_cad,2026-08-15 16:35:48
EVT_00268,USR_0198,ACC_0006,view_quote,2026-08-07 16:35:48
EVT_00269,USR_0140,ACC_0004,view_quote,2026-08-26 16:35:48
EVT_00270,USR_0002,ACC_0037,request_checkout,2026-08-30 16:35:48
EVT_00271,USR_0060,ACC_0011,download_cad,2026-08-19 16:35:48
EVT_00272,USR_0163,ACC_0050,download_cad,2026-08-02 16:35:48
EVT_00273,USR_0003,ACC_0031,request_checkout,2026-08-30 16:35:48
EVT_00274,USR_0195,ACC_0022,download_cad,2026-08-18 16:35:48
EVT_00275,USR_0189,ACC_0006,download_cad,2026-08-21 16:35:48
EVT_00276,USR_0027,ACC_0004,view_quote,2026-08-14 16:35:48
EVT_00277,USR_0061,ACC_0036,request_checkout,2026-08-15 16:35:48
EVT_00278,USR_0016,ACC_0011,view_quote,2026-08-08 16:35:48
EVT_00279,USR_0072,ACC_0016,view_quote,2026-08-29 16:35:48
EVT_00280,USR_0060,ACC_0011,download_cad,2026-08-17 16:35:48
EVT_00281,USR_0180,ACC_0005,request_checkout,2026-08-16 16:35:48
EVT_00282,USR_0192,ACC_0022,view_quote,2026-08-12 16:35:48
EVT_00283,USR_0025,ACC_0048,download_cad,2026-08-26 16:35:48
EVT_00284,USR_0164,ACC_0049,request_checkout,2026-08-28 16:35:48
EVT_00285,USR_0152,ACC_0002,download_cad,2026-08-29 16:35:48
EVT_00286,USR_0112,ACC_0015,download_cad,2026-07-31 16:35:48
EVT_00287,USR_0034,ACC_0003,view_quote,2026-08-21 16:35:48
EVT_00288,USR_0067,ACC_0020,request_checkout,2026-08-01 16:35:48
EVT_00289,USR_0101,ACC_0044,download_cad,2026-08-04 16:35:48
EVT_00290,USR_0189,ACC_0006,request_checkout,2026-08-20 16:35:48
EVT_00291,USR_0116,ACC_0013,request_checkout,2026-08-23 16:35:48
EVT_00292,USR_0020,ACC_0030,view_quote,2026-08-26 16:35:48
EVT_00293,USR_0200,ACC_0045,download_cad,2026-08-27 16:35:48
EVT_00294,USR_0040,ACC_0030,view_quote,2026-08-25 16:35:48
EVT_00295,USR_0116,ACC_0013,request_checkout,2026-08-20 16:35:48
EVT_00296,USR_0105,ACC_0028,view_quote,2026-08-13 16:35:48
EVT_00297,USR_0092,ACC_0046,view_quote,2026-08-16 16:35:48
EVT_00298,USR_0079,ACC_0023,request_checkout,2026-08-22 16:35:48
EVT_00299,USR_0031,ACC_0005,view_quote,2026-08-25 16:35:48
EVT_00300,USR_0176,ACC_0007,request_checkout,2026-08-04 16:35:48
EVT_00301,USR_0181,ACC_0001,download_cad,2026-08-11 16:35:48
EVT_00302,USR_0011,ACC_0009,view_quote,2026-08-04 16:35:48
EVT_00303,USR_0084,ACC_0044,view_quote,2026-08-28 16:35:48
EVT_00304,USR_0183,ACC_0041,view_quote,2026-07-31 16:35:48
EVT_00305,USR_0092,ACC_0046,request_checkout,2026-08-14 16:35:48
EVT_00306,USR_0013,ACC_0005,download_cad,2026-08-21 16:35:48
EVT_00307,USR_0067,ACC_0020,view_quote,2026-08-30 16:35:48
EVT_00308,USR_0104,ACC_0020,request_checkout,2026-08-13 16:35:48
EVT_00309,USR_0192,ACC_0022,download_cad,2026-08-23 16:35:48
EVT_00310,USR_0025,ACC_0048,request_checkout,2026-08-27 16:35:48
EVT_00311,USR_0036,ACC_0037,view_quote,2026-08-30 16:35:48
EVT_00312,USR_0016,ACC_0011,view_quote,2026-08-26 16:35:48
EVT_00313,USR_0051,ACC_0017,request_checkout,2026-08-19 16:35:48
EVT_00314,USR_0176,ACC_0007,download_cad,2026-07-31 16:35:48
EVT_00315,USR_0166,ACC_0016,view_quote,2026-08-12 16:35:48
EVT_00316,USR_0151,ACC_0009,request_checkout,2026-08-01 16:35:48
EVT_00317,USR_0020,ACC_0030,view_quote,2026-08-28 16:35:48
EVT_00318,USR_0051,ACC_0017,download_cad,2026-08-16 16:35:48
EVT_00319,USR_0033,ACC_0016,view_quote,2026-08-02 16:35:48
EVT_00320,USR_0085,ACC_0002,view_quote,2026-08-29 16:35:48
EVT_00321,USR_0119,ACC_0049,view_quote,2026-08-25 16:35:48
EVT_00322,USR_0147,ACC_0015,request_checkout,2026-08-04 16:35:48
EVT_00323,USR_0186,ACC_0035,request_checkout,2026-08-15 16:35:48
EVT_00324,USR_0008,ACC_0004,request_checkout,2026-08-09 16:35:48
EVT_00325,USR_0110,ACC_0033,view_quote,2026-08-19 16:35:48
EVT_00326,USR_0055,ACC_0014,view_quote,2026-08-22 16:35:48
EVT_00327,USR_0072,ACC_0016,request_checkout,2026-08-02 16:35:48
EVT_00328,USR_0039,ACC_0009,view_quote,2026-08-11 16:35:48
EVT_00329,USR_0159,ACC_0018,download_cad,2026-08-23 16:35:48
EVT_00330,USR_0166,ACC_0016,request_checkout,2026-08-15 16:35:48
EVT_00331,USR_0106,ACC_0042,download_cad,2026-08-15 16:35:48
EVT_00332,USR_0016,ACC_0011,view_quote,2026-08-22 16:35:48
EVT_00333,USR_0099,ACC_0036,view_quote,2026-08-17 16:35:48
EVT_00334,USR_0052,ACC_0048,download_cad,2026-08-02 16:35:48
EVT_00335,USR_0135,ACC_0009,view_quote,2026-08-10 16:35:48
EVT_00336,USR_0140,ACC_0004,view_quote,2026-08-18 16:35:48
EVT_00337,USR_0183,ACC_0041,request_checkout,2026-08-15 16:35:48
EVT_00338,USR_0140,ACC_0004,request_checkout,2026-08-19 16:35:48
EVT_00339,USR_0145,ACC_0035,download_cad,2026-08-20 16:35:48
EVT_00340,USR_0100,ACC_0027,request_checkout,2026-08-25 16:35:48
EVT_00341,USR_0007,ACC_0044,request_checkout,2026-08-11 16:35:48
EVT_00342,USR_0057,ACC_0004,view_quote,2026-08-02 16:35:48
EVT_00343,USR_0200,ACC_0045,request_checkout,2026-08-29 16:35:48
EVT_00344,USR_0121,ACC_0030,download_cad,2026-08-19 16:35:48
EVT_00345,USR_0197,ACC_0001,download_cad,2026-08-23 16:35:48
EVT_00346,USR_0041,ACC_0001,view_quote,2026-08-23 16:35:48
EVT_00347,USR_0169,ACC_0050,view_quote,2026-08-22 16:35:48
EVT_00348,USR_0137,ACC_0046,download_cad,2026-08-29 16:35:48
EVT_00349,USR_0196,ACC_0045,view_quote,2026-08-12 16:35:48
EVT_00350,USR_0100,ACC_0027,request_checkout,2026-08-01 16:35:48
EVT_00351,USR_0045,ACC_0016,view_quote,2026-08-23 16:35:48
EVT_00352,USR_0152,ACC_0002,request_checkout,2026-08-05 16:35:48
EVT_00353,USR_0189,ACC_0006,download_cad,2026-08-19 16:35:48
EVT_00354,USR_0152,ACC_0002,view_quote,2026-08-08 16:35:48
EVT_00355,USR_0180,ACC_0005,request_checkout,2026-07-31 16:35:48
EVT_00356,USR_0146,ACC_0039,download_cad,2026-08-26 16:35:48
EVT_00357,USR_0145,ACC_0035,view_quote,2026-08-04 16:35:48
EVT_00358,USR_0127,ACC_0036,download_cad,2026-08-21 16:35:48
EVT_00359,USR_0045,ACC_0016,request_checkout,2026-08-29 16:35:48
EVT_00360,USR_0024,ACC_0014,view_quote,2026-08-23 16:35:48
EVT_00361,USR_0155,ACC_0009,view_quote,2026-08-30 16:35:48
EVT_00362,USR_0135,ACC_0009,request_checkout,2026-08-30 16:35:48
EVT_00363,USR_0085,ACC_0002,download_cad,2026-08-24 16:35:48
